ESV-ICD 11 Complete Edition
1C23.0- - - - Initial stage of trachoma
1C23.1- - - - Active stage of trachoma
"1C23.Z- - - - Trachoma, unspecified"
"1C30.Z- - - - Typhus fever, unspecified"
1C43- - Actinomycetoma
1C44- - Non-pyogenic bacterial infections of the skin
1C4Y- - Other specified bacterial diseases
1C60- - Human immunodeficiency virus disease associated with tuberculosis
1C62- - Human immunodeficiency virus disease without mention of tuberculosis or malaria
1C80- - Viral encephalitis not elsewhere classified
1C81- - Acute poliomyelitis
1C82- - Rabies
1C8Y- - Other specified viral infections of the central nervous system
1D00.0- - - Bacterial encephalitis
1D00.1- - - Fungal encephalitis
1D01.0- - - Bacterial meningitis
1D01.10- - - - Meningitis due to Cryptococcus neoformans
"1D01.1Z- - - - Fungal meningitis, unspecified"
"1D01.Z- - - Infectious meningitis not elsewhere classified, unspecified"
"1D02.Z- - - Infectious myelitis not elsewhere classified, unspecified"
1D03- - Infectious abscess of the central nervous system
"1D04.Z- - - Infectious granulomas of the central nervous system, unspecified"
"1D05.Z- - - Infectious cysts of the central nervous system, unspecified"
1D22- - Severe dengue
"1D2Z- - Dengue fever, unspecified"
1D40- - Chikungunya virus disease
1D47- - Yellow fever
1D48- - Zika virus disease
1D60.0- - - Ebola disease
1D64- - Middle East respiratory syndrome
1D65- - Severe acute respiratory syndrome
1D6Y- - Other specified zoonotic viral diseases
1D80- - Mumps
1D81- - Infectious mononucleosis
1D82- - Cytomegaloviral disease
1D84- - Viral conjunctivitis
"1D86- - Viral haemorrhagic fever, not elsewhere classified"
"1E32- - Influenza, virus not identified"
1E50- - Acute viral hepatitis
1E50.0- - - Acute hepatitis A
1E50.1- - - Acute hepatitis B
1E50.2- - - Acute hepatitis C
1E50.4- - - Acute hepatitis E
1E51- - Chronic viral hepatitis
1E51.Y- - - Other specified chronic viral hepatitis
1E76- - - Molluscum contagiosum
1E80- - - Common warts
1E80.0- - - - Digital or periungual warts
1E80.1- - - - Plantar warts
1E81- - - Plane warts
"1E8Z- - - Viral warts, not elsewhere classified"
1E90- - - Varicella
1E91- - - Zoster
1E91.5- - - - Postherpetic polyneuropathy
1F00- - Herpes simplex infections
1F00.0- - - Herpes simplex infection of skin or mucous membrane
1F01- - Roseola infantum
1F03- - Measles
1F03.Y- - - Measles with other complications
1F20- - Aspergillosis
1F23- - Candidosis
1F23.10- - - - Vulvovaginal candidosis
1F23.12- - - - Flexural or intertriginous candidosis
1F23.13- - - - Candidosis of nail or paronychium
1F23.2- - - Candidosis of gastrointestinal tract
1F23.3- - - Systemic or invasive candidosis
1F25- - Coccidioidomycosis
1F27.1- - - Cerebral cryptococcosis
1F27.2- - - Disseminated cryptococcosis
1F28- - Dermatophytosis
1F28.0- - - Dermatophytosis of scalp
1F28.1- - - Dermatophytosis of nail
1F28.2- - - Dermatophytosis of foot
1F28.3- - - Genitocrural dermatophytosis
1F28.4- - - Kerion
1F28.5- - - Disseminated dermatophytosis
1F28.Y- - - Other specified dermatophytosis
1F29- - Eumycetoma
1F2A- - Histoplasmosis
1F2C- - Mucormycosis
1F2D.0- - - Pityriasis versicolor
1F2G- - Pneumocystosis
"1F2Z- - Mycoses, unspecified"
1F40- - - Malaria due to Plasmodium falciparum
1F41- - - Malaria due to Plasmodium vivax
1F42- - - Malaria due to Plasmodium malariae
1F43- - - Malaria due to Plasmodium ovale
1F44- - - Other parasitologically confirmed malaria
1F45- - - Malaria without parasitological confirmation
1F51- - - African trypanosomiasis
1F53- - - Chagas disease
1F54.0- - - - Visceral leishmaniasis
1F54.1- - - - Cutaneous leishmaniasis
1F54.2- - - - Mucocutaneous leishmaniasis
"1F54.Z- - - - Leishmaniasis, unspecified"
1F57- - - Toxoplasmosis
1F57.1- - - - Meningoencephalitis due to Toxoplasma gondii
1F62- - - - Ascariasis
1F64- - - - Dracunculiasis
1F65- - - - Enterobiasis
1F66.3- - - - - Lymphatic filariasis
"1F66.Z- - - - - Filariasis, unspecified"
1F68- - - - Hookworm diseases
1F6A- - - - Onchocerciasis
1F6B- - - - Strongyloidiasis
1F6G- - - - Trichuriasis
"1F6Z- - - - Diseases due to nematodes, unspecified"
1F70- - - - Cysticercosis
"1F73.Z- - - - - Echinococcosis, unspecified"
1F74- - - - Hymenolepiasis
1F76.0- - - - - Taeniasis due to Taenia solium
1F76.1- - - - - Taeniasis due to Taenia saginata
"1F76.Z- - - - - Taeniasis, unspecified"
1F86- - - - Schistosomiasis
1F86.0- - - - - Schistosomiasis due to Schistosoma haematobium
1F86.1- - - - - Schistosomiasis due to Schistosoma mansoni
"1F9Z- - - Helminthiases, unspecified"
1G00- - - Pediculosis
1G01- - - Myiasis
1G02- - - External hirudiniasis
1G03- - - Pthiriasis
1G04- - - Scabies
1G2Y- - Other specified parasitic diseases
1G40- - Sepsis without septic shock
1G41- - Sepsis with septic shock
1G8Y- - Sequelae of other specified infectious diseases
2A00- - Primary neoplasms of brain
2A00.0- - - Gliomas of brain
2A00.00- - - - Glioblastoma of brain
2A00.1- - - Embryonal tumours of brain
2A00.10- - - - Medulloblastoma of brain
2A00.2- - - Tumours of neuroepithelial tissue of brain
2A00.4- - - Astroblastoma of the brain
2A01- - Primary neoplasms of meninges
2A01.0- - - Meningiomas
"2A02- - Primary neoplasm of spinal cord, cranial nerves or remaining parts of central nervous system"
"2A02.0- - - Gliomas of spinal cord, cranial nerves or other parts of the central nervous system"
2A0Z- - Other and unspecified neoplasms of brain or central nervous system
2A20- - - Non mast cell myeloproliferative neoplasms
2A20.2- - - - Primary myelofibrosis
2A20.4- - - - Polycythaemia vera
2A30- - - Refractory anaemia
2A32- - - Refractory thrombocytopenia
"2A3Z- - - Myelodysplastic syndromes, unspecified"
2A40- - - Chronic myelomonocytic leukaemia
"2A41- - - Atypical chronic myeloid leukaemia, BCR-ABL1- negative"
2A42- - - Juvenile myelomonocytic leukaemia
"2A4Z- - - Myelodysplastic and myeloproliferative neoplasms, unspecified"
2A60- - Acute myeloid leukaemias and related precursor neoplasms
2A60.39- - - - Myeloid sarcoma
"2A60.3Z- - - - Acute myeloid leukaemia, unspecified"
2A61- - Acute leukaemias of ambiguous lineage
2A70- - - Precursor B-lymphoblastic neoplasms
"2A70.0- - - - B Lymphoblastic leukaemia or lymphoma, not elsewhere classified"
2A71- - - Precursor T-lymphoblastic neoplasms
"2A7Z- - - Precursor lymphoid neoplasms, unspecified"
2A80- - - Follicular lymphoma
2A81- - - Diffuse large B-cell lymphomas
2A82- - - Mature B-cell neoplasm with leukaemic behaviour
2A82.0- - - - Chronic lymphocytic leukaemia or small lymphocytic lymphoma
2A82.00- - - - - Chronic lymphocytic leukaemia of B-cell type
2A83- - - Plasma cell neoplasms
2A85.6- - - - Burkitt lymphoma including Burkitt leukaemia
"2A86- - - B-cell lymphoma, mixed features"
"2A8Z- - - Mature B-cell neoplasms, unspecified"
"2A90- - - Mature T-cell lymphoma, specified types, nodal or systemic"
"2B2Z- - - Mature T-cell or NK-cell neoplasms, unspecified"
2B30- - Hodgkin lymphoma
2B33- - Malignant haematopoietic neoplasms without further specification
"2B33.0- - - Acute leukaemia, not elsewhere classified"
2B33.1- - - Myeloid leukaemia
"2B33.3- - - Lymphoid leukaemia, not elsewhere classified"
"2B33.4- - - Leukaemia, unspecified"
"2B3Z- - Neoplasms of haematopoietic or lymphoid tissues, unspecified"
"2B50- - - - Chondrosarcoma, primary site"
"2B51- - - - Osteosarcoma, primary site"
2B51.Y- - - - - Osteosarcoma of bone and articular cartilage of other specified sites
"2B52- - - - Ewing sarcoma, primary site"
"2B53- - - - Fibroblastic or myofibroblastic tumour, primary site"
"2B55- - - - Rhabdomyosarcoma, primary site"
"2B56- - - - Angiosarcoma, primary site"
"2B57- - - - Kaposi sarcoma, primary site"
"2B58- - - - Leiomyosarcoma, primary site"
"2B59- - - - Liposarcoma, primary site"
"2B5A- - - - Synovial sarcoma, primary site"
"2B5B- - - - Gastrointestinal stromal tumour, primary site"
"2B5E- - - - Malignant nerve sheath tumour of peripheral nerves or autonomic nervous system, primary site"
2B60- - - - Malignant neoplasms of lip
2B61- - - - Malignant neoplasms of base of tongue
2B65- - - - Malignant neoplasms of palate
2B67- - - - Malignant neoplasms of parotid gland
2B68- - - - Malignant neoplasms of submandibular or sublingual glands
2B6A- - - - Malignant neoplasms of oropharynx
2B6B- - - - Malignant neoplasms of nasopharynx
"2B6Z- - - - Malignant neoplasms of lip, oral cavity or pharynx, unspecified"
2B70- - - - Malignant neoplasms of oesophagus
2B71- - - - Malignant neoplasms of oesophagogastric junction
2B72- - - - Malignant neoplasms of stomach
2B80- - - - - Malignant neoplasms of small intestine
2B81- - - - - Malignant neoplasms of appendix
2B90- - - - - - Malignant neoplasms of colon
2B91- - - - - - Malignant neoplasms of rectosigmoid junction
2B92- - - - - - Malignant neoplasms of rectum
"2B93- - - - - - Malignant neoplasms of large intestine, site unspecified"
2C00- - - - - Malignant neoplasms of anus or anal canal
"2C0Z- - - - - Malignant neoplasms of intestine, unspecified"
2C10- - - - Malignant neoplasm of pancreas
2C12.0- - - - - Malignant neoplasm of liver
2C12.00- - - - - - Combined hepatocellular-cholangiocarcinoma
2C12.01- - - - - - Hepatoblastoma
2C12.02- - - - - - Hepatocellular carcinoma of liver
2C12.1- - - - - Malignant neoplasm of intrahepatic bile ducts
2C13- - - - Malignant neoplasms of gallbladder
"2C14- - - - Malignant neoplasms of proximal biliary tract, cystic duct"
"2C15- - - - Malignant neoplasms of biliary tract, distal bile duct"
2C16- - - - Malignant neoplasms of ampulla of Vater
2C18- - - - Malignant neoplasms of perihilar bile duct
2C20- - - - Malignant neoplasms of nasal cavity
2C21- - - - Malignant neoplasms of middle ear
2C22- - - - Malignant neoplasms of accessory sinuses
2C23- - - - Malignant neoplasms of larynx
2C24- - - - Malignant neoplasms of trachea
2C25- - - - Malignant neoplasms of bronchus or lung
2C26- - - - Malignant neoplasms of the pleura
2C26.0- - - - - Mesothelioma of pleura
2C27- - - - Malignant neoplasms of thymus
2C30- - - - Melanoma of skin
2C31- - - - Squamous cell carcinoma of skin
2C32- - - - Basal cell carcinoma of skin
2C50- - - - Malignant neoplasms of retroperitoneum
2C51- - - - Malignant neoplasms of peritoneum
2C52- - - - Malignant neoplasms of omentum
2C61- - - - Invasive carcinoma of breast
2C62- - - - Inflammatory carcinoma of breast
2C63- - - - Malignant phyllodes tumour of breast
"2C6Z- - - - Malignant neoplasms of breast, unspecified"
2C70- - - - Malignant neoplasms of vulva
2C71- - - - Malignant neoplasms of vagina
"2C72- - - - Malignant neoplasms of uterine ligament, parametrium, or uterine adnexa"
2C73- - - - Malignant neoplasms of ovary
2C73.0- - - - - Carcinomas of ovary
2C74- - - - Malignant neoplasms of fallopian tube
2C75- - - - Malignant neoplasms of placenta
2C75.0- - - - - Malignant trophoblastic neoplasms of placenta
2C76- - - - Malignant neoplasms of corpus uteri
2C77- - - - Malignant neoplasms of cervix uteri
"2C78- - - - Malignant neoplasms of uterus, part not specified"
2C80- - - - Malignant neoplasms of testis
2C81- - - - Malignant neoplasms of penis
2C82- - - - Malignant neoplasms of prostate
2C83- - - - Malignant neoplasms of scrotum
"2C90- - - - Malignant neoplasms of kidney, except renal pelvis"
2C91- - - - Malignant neoplasms of renal pelvis
2C92- - - - Malignant neoplasms of ureter
2C93- - - - Malignant neoplasms of urethra or paraurethral gland
2C94- - - - Malignant neoplasms of bladder
2D00- - - - Malignant neoplasm of conjunctiva
2D02- - - - Malignant neoplasm of retina
2D02.2- - - - - Retinoblastoma
2D03- - - - Malignant neoplasm of lacrimal apparatus
2D04- - - - Malignant neoplasm of orbit
2D05- - - - Malignant neoplasm of choroid
2D06- - - - Malignant neoplasm of ciliary body
2D07- - - - Malignant neoplasm of iris
2D10- - - - Malignant neoplasms of thyroid gland
2D11- - - - Malignant neoplasms of adrenal gland
2D11.2- - - - - Neuroblastoma of adrenal gland
2D12- - - - Malignant neoplasms of other endocrine glands or related structures
2D50- - - Malignant neoplasm metastasis in brain
2D51- - - Malignant neoplasm metastasis in meninges
"2D52- - - Malignant neoplasm metastasis in spinal cord, cranial nerves or remaining parts of central nervous system"
2D60- - - - Malignant neoplasm metastasis in lymph node of a single region
2D61- - - - Malignant neoplasm metastases in lymph nodes of multiple regions
2D6Z- - - - Metastatic malignant neoplasm to unspecified lymph node
2D70- - - - Malignant neoplasm metastasis in lung
2D71- - - - Malignant neoplasm metastasis in mediastinum
2D72- - - - Malignant neoplasm metastasis in pleura
2D80- - - - Malignant neoplasm metastasis in liver or intrahepatic bile duct
2D90- - - - Malignant neoplasm metastasis in retroperitoneum
2D91- - - - Malignant neoplasm metastasis in peritoneum
2E03- - - - Malignant neoplasm metastasis in bone or bone marrow
2E60.1- - - Carcinoma in situ of oesophagus
2E60.2- - - Carcinoma in situ of stomach
2E61.0- - - Carcinoma in situ of colon
2E61.1- - - Carcinoma in situ of rectum
2E61.2- - - Carcinoma in situ of anal canal
2E63.0- - - Melanoma in situ of skin
2E65- - Carcinoma in situ of breast
2E66- - Carcinoma in situ of cervix uteri
2E67.0- - - Carcinoma in situ of endometrium
2E67.1- - - Carcinoma in situ of vulva
2E80.0- - - - Lipoma
2E81.0- - - - Neoplastic haemangioma
2E83- - - Benign osteogenic tumours
2E86.0- - - - Leiomyoma of uterus
2E86.2- - - - Rhabdomyoma
2E87- - - Benign gastrointestinal stromal tumour
"2E8Z- - - Benign mesenchymal neoplasms, unspecified"
2E91- - - Benign neoplasm of major salivary glands
2E92- - - Benign neoplasm of digestive organs
2F20- - - - Benign cutaneous melanocytic neoplasms
2F21- - - - Benign keratinocytic acanthomas
2F30.2- - - - Intraductal papilloma of breast
2F30.3- - - - Benign phyllodes tumour of breast
2F30.4- - - - Fibromatosis of breast
2F30.5- - - - Fibroadenoma of breast
2F31.00- - - - - Cervical Intraepithelial neoplasia grade I
"2F32.Z- - - - Benign neoplasm of ovary, unspecified"
2F33- - - Benign neoplasm of other or unspecified female genital organs
2F37.0- - - - Non-secreting pituitary adenoma
2F9Y- - Neoplasms of unknown behaviour of other specified site
3A00.0- - - - Acquired iron deficiency anaemia due to blood loss
3A00.1- - - - Acquired iron deficiency anaemia due to low intake
"3A00.Z- - - - Iron deficiency anaemia, unspecified"
3A01- - - Megaloblastic anaemia due to vitamin B12 deficiency
3A01.2- - - - Vitamin B12 deficiency anaemia due to low intake
3A01.5- - - - Drug-induced vitamin B12 deficiency anaemia
3A02- - - Folate deficiency anaemia
3A10- - - - Hereditary haemolytic anaemia
3A20.4- - - - - Alloimmune haemolytic anaemia
3A20.5- - - - - Evans syndrome
3A21.0- - - - - Paroxysmal nocturnal haemoglobinuria
3A21.1- - - - - Microangiopathic haemolytic anaemia
3A21.2- - - - - Haemolytic uraemic syndrome
"3A2Z- - - - Acquired haemolytic anaemia, unspecified"
"3A4Z- - - Haemolytic anaemias, unspecified"
3A50- - Thalassaemias
3A51- - Sickle cell disorders or other haemoglobinopathies
3A70.0- - - Congenital aplastic anaemia
3A70.1- - - Acquired aplastic anaemias
"3A70.Z- - - Aplastic anaemia, unspecified"
3A71- - Anaemia due to chronic disease
3A73- - Congenital dyserythropoietic anaemia
3A81- - - Acquired polycythaemia
"3A8Z- - - Polycythaemia, unspecified"
3A90- - Anaemia due to acute disease
3A94- - Acute posthaemorrhagic anaemia
3A9Y- - Other specified anaemias and erythrocyte disorders
3B10- - - - Hereditary factor VIII deficiency
3B11- - - - Hereditary factor IX deficiency
3B12- - - - Von Willebrand disease
3B14.2- - - - - Combined deficiency of vitamin K-dependent clotting factors
3B20- - - - Disseminated intravascular coagulation
"3B4Z- - - Coagulation defects, unspecified"
3B60- - Non-thrombocytopenic purpura
3B61- - Thrombophilia
3B62.5- - - Haemophagocytic syndrome associated with infection
3B63- - Thrombocytosis
3B64.0- - - Congenital thrombocytopenia
3B64.1- - - Acquired thrombocytopenia
"3B64.Z- - - Thrombocytopenia, unspecified"
"3B65- - Thrombotic microangiopathy, not elsewhere classified"
"3B6Z- - Coagulation defects, purpura or other haemorrhagic or related conditions, unspecified"
3B80- - Congenital disorders of spleen
3B81- - Acquired disorders of spleen
3B81.1- - - Postsurgical asplenia
3B81.6- - - Infarction of spleen
3B81.71- - - - Abscess of spleen
3B81.B- - - Hypersplenism
3C0Y- Other specified diseases of the blood or blood-forming organs
4A00- - Primary immunodeficiencies due to disorders of innate immunity
4A0Y- - Other specified primary immunodeficiencies
4A20- Acquired immunodeficiencies
4A40- - Lupus erythematosus
4A40.0- - - Systemic lupus erythematosus
4A40.1- - - Drug-induced lupus erythematosus
4A41- - Idiopathic inflammatory myopathy
4A41.0- - - Dermatomyositis
4A41.1- - - Polymyositis
"4A42.Z- - - Systemic sclerosis, unspecified"
4A43.2- - - Sjögren syndrome
4A44- - Vasculitis
4A44.2- - - Giant cell arteritis
4A44.4- - - Polyarteritis nodosa
4A45- - Antiphospholipid syndrome
4A84- - Anaphylaxis
4A85.02- - - - Drug-induced cytopenia
4A85.22- - - - Allergic contact dermatitis due to food allergen
4A8Y- - Allergic or hypersensitivity conditions of other specified type
4B00.0- - - Neutropaenia
4B02- - Eosinopenia
4B03- - Eosinophilia
4B06- - Acquired lymphopenia
4B07- - Acquired lymphocytosis
4B20- - Sarcoidosis
4B23- - Immune reconstitution inflammatory syndrome
"4B24.Z- - - Graft-versus-host disease, unspecified"
4B4Y- Other specified diseases of the immune system
5A00- - - Hypothyroidism
5A00.0- - - - Congenital hypothyroidism
5A00.2- - - - Acquired hypothyroidism
5A01.0- - - - Nontoxic diffuse goitre
5A01.1- - - - Nontoxic single thyroid nodule
5A01.2- - - - Nontoxic multinodular goitre
"5A01.Z- - - - Nontoxic goitre, unspecified"
5A02- - - Thyrotoxicosis
5A02.1- - - - Thyrotoxicosis with toxic single thyroid nodule
5A02.2- - - - Thyrotoxicosis with toxic multinodular goitre
5A02.3- - - - Thyrotoxicosis from ectopic thyroid tissue
5A02.5- - - - Thyroid crisis
5A02.6- - - - Secondary hyperthyroidism
5A03- - - Thyroiditis
5A06- - - Sick-euthyroid syndrome
5A10- - - Type 1 diabetes mellitus
5A11- - - Type 2 diabetes mellitus
5A12- - - Malnutrition-related diabetes mellitus
5A13.4- - - - Diabetes mellitus due to drug or chemical
"5A14- - - Diabetes mellitus, type unspecified"
5A20.0- - - - - Hyperosmolar hyperglycaemic state without coma
5A20.1- - - - - Hyperosmolar hyperglycaemic state with coma
"5A21.Z- - - - - Hypoglycaemia in the context of diabetes, unspecified"
5A22- - - - Diabetic acidosis
5A22.0- - - - - Diabetic ketoacidosis without coma
5A22.3- - - - - Diabetic ketoacidosis with coma
5A23- - - - Diabetic coma
5A24- - - - Uncontrolled or unstable diabetes mellitus
5A40- - - Intermediate hyperglycaemia
5A40.0- - - - Impaired fasting glucose
5A41- - - Hypoglycaemia without associated diabetes
5A44- - - Insulin-resistance syndromes
5A45- - - Persistent hyperinsulinaemic hypoglycaemia of infancy
5A50- - - Hypoparathyroidism
5A51- - - Hyperparathyroidism
5A60- - - Hyperfunction of pituitary gland
5A60.0- - - - Acromegaly or pituitary gigantism
5A60.1- - - - Hyperprolactinaemia
5A61.0- - - - Hypopituitarism
5A61.5- - - - Central diabetes insipidus
5A70- - - Cushing syndrome
5A71- - - Adrenogenital disorders
5A72.0- - - - Primary hyperaldosteronism
5A72.1- - - - Secondary hyperaldosteronism
5A74- - - Adrenocortical insufficiency
5A74.1- - - - Adrenal crisis
5A75- - - Adrenomedullary hyperfunction
5A80- - - Ovarian dysfunction
5A80.1- - - - Polycystic ovary syndrome
5A81- - - Testicular dysfunction or testosterone-related disorders
5A81.1- - - - Testicular hypofunction
5A91- - - Delayed puberty
5A92- - - Peripheral precocious puberty
5B01- - - Polyglandular hyperfunction
"5B11- - - Short stature, not elsewhere classified"
5B3Y- - Other specified endocrine diseases
"5B50- - - Underweight in infants, children or adolescents"
"5B51- - - Wasting in infants, children or adolescents"
"5B52- - - Acute malnutrition in infants, children or adolescents"
"5B53- - - Stunting in infants, children or adolescents"
5B54- - - Underweight in adults
5B55- - - Vitamin A deficiency
5B55.0- - - - Vitamin A deficiency with night blindness
5B55.1- - - - Vitamin A deficiency with conjunctival xerosis
5B55.2- - - - Vitamin A deficiency with conjunctival xerosis or Bitot's spots
5B55.3- - - - Vitamin A deficiency with corneal xerosis
5B55.4- - - - Vitamin A deficiency with corneal ulceration or keratomalacia
5B55.5- - - - Vitamin A deficiency with xerophthalmic scars of cornea or blindness
5B56.0- - - - Scurvy
5B57.0- - - - Vitamin D deficiency rickets
5B57.1- - - - Vitamin D deficiency osteomalacia
5B58- - - Vitamin E deficiency
5B59- - - Vitamin K deficiency
5B5A.0- - - - Beriberi
5B5B- - - Vitamin B2 deficiency
5B5C.0- - - - Pellagra
5B5D- - - Vitamin B6 deficiency
5B5E- - - Folate deficiency
5B5F- - - Vitamin B12 deficiency
5B5K.0- - - - Iron deficiency
5B5K.1- - - - Calcium deficiency
5B5K.10- - - - - Tetany due to acute calcium deficiency
5B5K.3- - - - Iodine deficiency
5B70- - - Essential fatty acid deficiency
5B7Y- - - Other specified undernutrition
5B7Z- - - Unspecified undernutrition
5B80.0- - - - - Overweight
5B81- - - - Obesity
5B90- - - - Vitamin excesses
5B91- - - - Mineral excesses
5B91.0- - - - - Hypercalcaemia
5B91.3- - - - - Fluorine excess
5C3Y- - Other specified nutritional disorders
5C50- - - Inborn errors of amino acid or other organic acid metabolism
5C58.1- - - - Porphyrias
5C61.6- - - - Lactose intolerance
5C6Y- - - Other specified disorders of metabolite absorption or transport
5C70.0- - - - Dehydration
5C70.1- - - - Hypovolaemia
5C71- - - Hyperosmolality or hypernatraemia
5C72- - - Hypo-osmolality or hyponatraemia
5C73.0- - - - Acute respiratory acidosis
5C73.1- - - - Chronic respiratory acidosis
5C73.2- - - - Anion gap metabolic acidosis
5C74- - - Alkalosis
5C75- - - Mixed disorder of acid-base balance
5C76- - - Hyperkalaemia
5C77- - - Hypokalaemia
5C78- - - Fluid overload
"5C7Y- - - Other specified disorders of fluid, electrolyte or acid-base balance"
5C80- - - Hyperlipoproteinaemia
5C80.0- - - - Hypercholesterolaemia
5C80.1- - - - Hypertriglyceridaemia
5D00- - - Amyloidosis
5D01- - - Tumour lysis syndrome
5D0Y- - - Other specified metabolic disorders
5D40- - Postprocedural hypothyroidism
5D42- - Postprocedural hypoparathyroidism
5D43- - Postprocedural hypopituitarism
6A00- - Disorders of intellectual development
6A01- - Developmental speech or language disorders
6A02- - Autism spectrum disorder
6A03- - Developmental learning disorder
6A05- - Attention deficit hyperactivity disorder
6A0Y- - Other specified neurodevelopmental disorders
6A20- - Schizophrenia
6A21- - Schizoaffective disorder
6A22- - Schizotypal disorder
6A23- - Acute and transient psychotic disorder
6A24- - Delusional disorder
6A2Y- - Other specified primary psychotic disorder
6A40- - Catatonia associated with another mental disorder
6A41- - Catatonia induced by substances or medications
"6A4Z- - Catatonia, unspecified"
6A60- - - Bipolar type I disorder
6A61- - - Bipolar type II disorder
6A62- - - Cyclothymic disorder
"6A6Z- - - Bipolar or related disorders, unspecified"
6A71- - - Recurrent depressive disorder
6A72- - - Dysthymic disorder
6A73- - - Mixed depressive and anxiety disorder
"6A7Z- - - Depressive disorders, unspecified"
"6A8Z- - Mood disorders, unspecified"
6B00- - Generalised anxiety disorder
6B01- - Panic disorder
6B02- - Agoraphobia
6B03- - Specific phobia
6B04- - Social anxiety disorder
6B05- - Separation anxiety disorder
6B06- - Selective mutism
"6B0Z- - Anxiety or fear-related disorders, unspecified"
6B20- - Obsessive-compulsive disorder
6B21- - Body dysmorphic disorder
6B23- - Hypochondriasis
6B25.0- - - Trichotillomania
6B25.1- - - Excoriation disorder
6B25.Y- - - Other specified body-focused repetitive behaviour disorders
6B40- - Post traumatic stress disorder
6B41- - Complex post traumatic stress disorder
6B42- - Prolonged grief disorder
6B43- - Adjustment disorder
"6B4Z- - Disorders specifically associated with stress, unspecified"
